0.0006038756,0.0005703118,-0.0002348595
6.13385e-05,0.0003748594,0.0008686226
0.000106499,2.67096e-05,-9.69242e-05
0.0005684795,0.0002117787,-0.0004057527
-0.0002578369,0.0005122869,0.0010425675
0.0003451177,0.0002325455,3.3687e-05
0.0007027406,-0.0004197771,-0.0001134032
-0.0002706528,4.32009e-05,0.000629372
0.0001577624,0.0007004099,1.04944e-05
0.0006319484,0.0002911813,0.0003443465
-0.0001119805,2.18233e-05,0.0004902161
0.0002639508,0.0002899597,-0.0004857064
0.0004714453,0.0006546007,0.0002991819
-0.0001534794,0.000616121,0.0008497022
0.0002590685,0.0002679713,-0.0006541583
0.0004867022,4.44225e-05,0.0004560375
-0.0002718733,0.0005550421,0.0005475874
0.0004110278,0.0002777439,-4.93183e-05
0.0004519164,-0.0002909007,0.0002869752
-0.0002907919,-9.97237e-05,0.0003876802
0.0004610706,0.0004585374,-0.0002464558
0.0004952461,6.27462e-05,0.0009784825
-0.0004494642,-2.6429e-05,2.75837e-05
0.0007338648,0.00022827,-0.0003587571
0.0003750214,0.0005367184,0.0009406419
-0.0002566164,0.0007798125,0.000105096
0.000841884,0.0004909093,-0.0003898841
5.70665e-05,0.0003766917,0.0007642556
-0.0001211347,0.0003473739,4.1011e-05
0.0007655993,0.0003687515,-0.0003874427
-9.1231e-05,0.0003473739,0.0010785771
-7.47535e-05,0.0002013953,-0.0002330285
0.0006905351,-0.0002121089,0.000101434
-0.0001455458,-0.0002951762,0.0011603617
0.0001235868,-0.0001388142,-0.0003410574
0.0002920235,0.000494574,-0.0002757518
8.26982e-05,0.0003809672,0.0017584881
0.0004165203,1.75478e-05,-0.0007750042
0.0003097216,0.0001360409,-0.0002305872
-0.0003274086,0.0008989163,0.0010907838
0.0007204387,0.0006918588,-0.0003544848
0.0002395396,8.04591e-05,-1.14776e-05
-0.0002358669,0.0005086221,0.0005732214
0.0005953317,0.0003143912,-0.0002025118
-7.90255e-05,9.32856e-05,0.0001081476
0.0001638652,-0.0002554749,0.0010767461
0.0004189614,0.0001787961,-0.0008873055
-0.0002578369,0.0006533791,0.000687964
0.0001888866,0.0003516494,0.0005640664
0.0007826871,-0.0006940214,-9.87552e-05
-0.0004049139,0.0002252161,-0.0004136871
0.0003304711,0.0010369546,0.0010291401
0.0004342183,0.0007315601,-4.01633e-05
0.000231606,-0.0002304325,6.6645e-05
0.000334743,-0.0002243247,0.0005042538
-9.4538e-06,0.0007126257,0.000143547
0.0001687474,0.0007969146,0.0002509656
0.0004152997,0.0002038384,0.0003693702
0.0001901071,-8.38432e-05,0.0002570689
0.0001119915,0.0004176146,-0.0001903052
-4.11882e-05,0.0001250467,0.0006885743
0.0002773769,0.0002496476,-6.88489e-05
0.0005947214,7.61835e-05,0.0004712958
-0.0002499033,0.0005837492,-7.2053e-06
6.19487e-05,0.0004683101,0.0002064113
0.0006606315,-0.0001418681,0.0002698859
-0.0001431047,-0.0004032858,0.0002137353
5.82871e-05,0.0008543287,-0.0006340173
0.0005111133,0.0008677661,0.0010517225
-0.0001675158,0.0003107265,0.0002894165
0.0005330834,-0.0006250022,-0.0005174437
0.0001528802,-8.7161e-06,0.0003815768
-0.0001370019,0.0011383456,0.00062571
0.0006954173,0.0006655949,0.0001923736
0.0003072805,-0.0004277174,0.0003608255
-0.0001400533,-0.0001088855,-0.0001774882
0.0005617664,0.00087082,-6.45766e-05
-5.94966e-05,0.0006521576,0.0011786717
0.0002621199,8.71777e-05,-0.0004295557
0.0004629014,-0.0002768525,-0.0002116668
-0.0004201709,0.0003223315,0.0008277303
0.0004122483,0.0003333257,0.000143547
0.0004726658,-0.000116215,-0.0001579575
