0.00045985,0.0005312213,0.0003553325
8.26982e-05,0.0002551447,0.0002534069
0.0003225374,0.0002917921,0.0001374436
0.0002194005,0.0001305438,0.0004810611
5.95076e-05,0.0006148994,-0.0001774882
0.0005391861,0.0003101157,0.0007813449
0.0001779016,4.62549e-05,0.0001813876
3.44862e-05,2.42665e-05,-0.0004411521
0.0002804283,0.0004115067,0.0006104517
0.000106499,0.0005318321,0.0005390427
0.0004372697,-8.32324e-05,-0.0001359856
6.62207e-05,0.0001189388,0.0002656136
0.0001058888,0.000427998,0.0007642556
0.0004311669,0.000506179,-0.0003557054
0.000176681,8.386e-06,0.0008454299
5.88974e-05,0.0004127283,-7.98349e-05
0.0003530513,0.0003999017,-2.30739e-05
-0.0001083188,0.0003742486,0.0007184806
0.0002981263,3.03744e-05,0.0001520916
0.000202923,-2.39859e-05,-0.0004570207
-0.0002499033,0.0007352249,0.000675147
0.0004989078,0.0007016315,0.0003077265
0.0001541007,-0.0001284308,-0.0002403525
-4.0578e-05,-0.0004515382,0.0005427047
0.0003945503,0.0002130003,-9.14312e-05
6.19487e-05,0.0005587068,0.0005127984
4.42507e-05,0.000529389,0.0002424209
0.0006539184,-0.0001198797,0.0001429366
2.1415e-06,0.0003082834,9.89927e-05
0.0001516596,0.0003418767,0.0006250997
0.0004171305,0.0002123895,-4.32149e-05
0.000139454,0.0003650867,0.0001984769
0.0002731049,0.0006210073,0.0002405899
0.0003487794,0.0004835798,0.0002759892
3.32657e-05,-3.07045e-05,0.0002271626
0.0003561027,-0.0001577487,6.1152e-05
0.0001571521,0.0001232143,0.0002125146
4.11993e-05,0.0007633212,0.0002949095
0.0004653425,0.000263085,0.0005262258
0.0002291649,-0.0003648061,-0.0002330285
-0.0001467663,7.31296e-05,0.0002997922
0.0006795501,0.0006668165,0.0006250997
0.0001089401,0.0002838518,0.0002576792
-0.0002877406,0.0003534817,-4.01633e-05
0.0009096249,0.0003479846,0.0004200278
-0.0001516486,0.0003223315,6.96967e-05
-0.0004470231,0.000694302,-4.44356e-05
0.0011476333,0.0003760809,0.0003742528
-0.0003029975,-6.55195e-05,0.0001813876
-0.0003432759,0.0005245027,-0.0001188962
0.0011531258,0.0003602004,0.0005091364
-0.0005281901,-0.0001821802,0.0006342547
0.000128469,0.0002032276,-0.0004783824
0.0011177297,3.22067e-05,0.0009137872
-0.0008571299,0.0003363796,0.0004487135
0.0003377944,0.0001317653,-0.000472279
0.0010359524,4.74765e-05,0.0006739263
-0.0008125796,0.0005245027,0.0003620462
0.0006423231,0.0009062458,-0.000563829
0.0007723123,0.0002869057,0.0010590465
-0.0007375154,-9.6059e-05,-5.9846e-06
0.0008107598,3.7093e-05,-0.0007109192
0.0002950749,0.0003937938,0.0013983916
